담당자 이름,부서명,제목,등록일,전화번호,조회수,URL
한수진,기획재정담당관,세입세출예산운용현황,2020-04-01,02-2100-6073,1879,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=50
추정민,기획재정담당관,국고보조금 운영현황,2020-04-01,02-2100-6073,1745,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=46
신동진,혁신행정담당관,여성가족부 직제관련 정보,2020-03-31,02)2100-6084,589,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704871
이설,혁신행정담당관,산하 공공기관 현황(2020년 3월기준),2020-03-31,02)2100-6084,668,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704870
이설,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 2월말 기준),2020-03-10,02)2100-6084,894,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704859
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2020년 1월말 기준),2020-02-10,02)2100-6089,1189,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704857
허소정,기획재정담당관,2020년 예산 및 기금운용계획 사업설명자료,2020-01-30,02)2100-6072,1291,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704856
허소정,기획재정담당관,2020년 예산 및 기금운용계획 개요,2020-01-30,02)2100-6072,2012,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704855
이수빈,법무감사담당관,2020년도 감사업무 추진계획,2020-01-28,02)2100-6096,734,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704853
김수현,법무감사담당관,2019년도 한국여성인권진흥원 감사결과,2020-01-28,02)2100-6096,728,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704852
정명호,법무감사담당관,2020년 퇴직공직자 취업제한기관 안내,2020-01-10,02)2100-6097,682,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704851
김수현,법무감사담당관,2019년도 한국양성평등교육진흥원 종합감사 결과 ,2020-01-10,02)2100-6096,779,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704850
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 12월말 기준),2020-01-03,02)2100-6089,677,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704847
신은영,운영지원과,비공개기록물 공개재분류 결과 ,2019-12-31,02)2100-6048,660,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704846
고은정,국제협력담당관,유엔 여성차별철폐협약(CEDAW) 및 선택의정서(전문),2019-12-17,02)2100-6106  ,616,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704844
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 11월말 기준),2019-12-04,02)2100-6089,684,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704843
김수현,법무감사담당관,감사원 특정감사(고용장려금 지원 및 관리실태) 결과보고서,2019-11-13,02)2100-6096,676,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704842
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 10월말 기준),2019-11-06,02)2100-6089,682,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704841
유도경,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2019.9.30.기준) ,2019-10-23,02)2100-6094,1072,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704840
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 9월말 기준),2019-10-10,02)2100-6089,682,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704839
최혜진,혁신행정담당관,2019년도 자체평가 계획,2019-10-04,02-2100-6086,828,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704838
김소옥,혁신행정담당관,여성가족부 직제관련 정보,2019-09-26,02)2100-6089,630,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704837
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 8월말 기준),2019-09-05,02)2100-6089,682,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704836
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 7월말 기준),2019-08-09,02)2100-6089,683,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704833
김수현,법무감사담당관,2018년도 한국청소년상담복지개발원 종합감사 결과,2019-07-12,02)2100-6096,569,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704832
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 6월말 기준),2019-07-08,02)2100-6089,656,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704831
김수현,법무감사담당관,2019년도 한국청소년단체협의회 종합감사 결과 ,2019-07-04,02)2100-6096,724,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704829
임선주,혁신행정담당관,2018년 자체평가 운영실태 점검 결과,2019-06-24,02-2100-6085,661,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704854
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 5월말 기준),2019-06-05,02)2100-6089,685,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704828
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 4월말 기준) ,2019-05-10,02)2100-6089,688,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704826
김수현,법무감사담당관,감사원 성과감사(여성 범죄피해 예방 제도 운영실태) 결과보고서,2019-05-09,02)2100-6096,572,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704825
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 3월말 기준) ,2019-04-08,02)2100-6089,716,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704823
김창후,혁신행정담당관,2018년 여성가족부 자체평가 결과,2019-03-28,02)2100-6086,1075,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704821
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2019.3.28.기준) ,2019-03-28,02-2100-6090,945,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704820
김소옥,혁신행정담당관,여성가족부 직제관련 정보,2019-03-27,02)2100-6089,573,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704819
김소옥,혁신행정담당관,산하 공공기관 현황(2019년 3월기준),2019-03-27,02)2100-6089,670,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704818
박희옥,운영지원과,장·차관 업무추진비 집행,2019-03-20,02-2100-6055,1171,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=135
유도경,법무감사담당관,2018년 규제개혁 추진실적,2019-03-15,02)2100-6094,617,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704817
유도경,법무감사담당관,2019년 규제개혁 추진계획,2019-03-15,02)2100-6094,636,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704816
정명호,법무감사담당관,2019년도 퇴직공직자 취업제한대상기관 안내,2019-03-08,02)2100-6097,482,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704814
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 2월말 기준),2019-03-06,02)2100-6089,795,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704813
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2019.2.28.기준) ,2019-02-28,02-2100-6090,696,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704812
김수현,법무감사담당관,2019년도 감사업무 추진계획,2019-02-26,02)2100-6096,635,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704811
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2019.2.22.기준),2019-02-22,02-2100-6090,974,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704810
정명호,법무감사담당관,2019년도 퇴직공직자 취업제한기관 안내,2019-02-17,02)2100-6097,476,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704809
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2019.2.11.기준) ,2019-02-11,02-2100-6090,643,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704808
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2019년 1월말 기준),2019-02-11,02)2100-6089,657,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704807
허소정,기획재정담당관,2019년 예산 및 기금운용계획 사업설명자료,2019-01-31,02)2100-6072,2171,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704760
허소정,기획재정담당관,2019년 예산 및 기금운용 계획 개요,2019-01-31,02)2100-6072,2957,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704759
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2019.1.30.기준) ,2019-01-30,02-2100-6090,653,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704806
김창후,혁신행정담당관,여성가족부 2017년 자체평가 실태 점검 결과,2019-01-22,02)2100-6086,995,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704805
김수현,법무감사담당관,2018년 산하기관 감사결과(한국여성인권진흥원) ,2019-01-17,02)2100-6096,671,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704804
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 12월말 기준),2019-01-04,02)2100-6089,750,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704803
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 11월말 기준),2018-12-05,02)2100-6089,650,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704802
김수현,법무감사담당관,2018년 산하기관 감사결과(한국건강가정진흥원),2018-11-08,02)2100-6096,639,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704801
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 10월말 기준),2018-11-08,02)2100-6089,594,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704800
김수현,법무감사담당관,감사원 특정감사(취약 레저시설 현장점검) 결과보고서,2018-10-29,02)2100-6096,633,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704799
김수현,법무감사담당관,감사원 성과감사(보호대상 청소년 지원 및 교화 실태) 결과보고서,2018-10-25,02)2100-6096,707,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704798
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 9월말 기준),2018-10-11,02)2100-6089,669,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704796
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2018.10.8.기준),2018-10-08,02-2100-6090,1239,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704795
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황(2018.8.31.기준),2018-09-27,02-2100-6090,654,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704793
김창후,혁신행정담당관,2018년도 자체평가계획,2018-09-27,02)2100-6086,716,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704792
김수현,법무감사담당관,2018년 산하기관 감사결과(국립중앙청소년디딤센터),2018-09-11,02)2100-6096,721,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704794
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 8월말 기준) ,2018-09-06,02)2100-6089,671,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704791
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 7월말 기준),2018-08-07,02)2100-6089,592,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704790
김수현,법무감사담당관,감사원 성과감사(일.가정 양립 지원제도 운영실태) 결과보고서,2018-07-12,02)2100-6096,1246,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704789
이유진,국제협력담당관,여성·청소년·가족정책 관련 해외동향 (2018년 6월) - 글로벌 이슈 페이퍼 no.16 ,2018-07-04,02)2100-6105,1505,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704788
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 6월말 기준),2018-07-04,02)2100-6089,688,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704787
김수현,법무감사담당관,사이버상담 실태 등 특정감사 결과 ,2018-06-22,02)2100-6096,732,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704785
김수현,법무감사담당관,2018년도 산하기관 감사결과(이주배경청소년지원재단),2018-06-20,02)2100-6096,747,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704784
김수현,법무감사담당관, 감사원 성과감사(취약계층 직접일자리사업 추진실태) 결과보고서,2018-06-18,02)2100-6096,569,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704783
이시영,기획재정담당관,예산 및 기금운용계획 사업설명자료,2018-06-15,02-2100-6072,2174,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=56
허소정,기획재정담당관,2018년 예산 및 기금운용계획,2018-06-05,02)2100-6072,1524,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704782
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 5월말 기준),2018-06-05,02)2100-6089,693,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704781
김수현,법무감사담당관,감사원 특정감사(다문화가족정책 추진실태) 결과보고서 ,2018-06-01,02)2100-6096,1588,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704780
김수현,법무감사담당관,2018년도 산하기관 감사결과(한국청소년활동진흥원),2018-05-17,02)2100-6096,819,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704779
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 4월말 기준),2018-05-04,02)2100-6089,646,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704778
김수현,법무감사담당관,감사원 특정감사(재정지출 효율화 및 주요 재정사업 추진실태) 결과보고서,2018-04-30,02)2100-6096,697,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704786
이유진,국제협력담당관,여성·청소년·가족정책 관련 해외동향 (2018년 4월) - 글로벌 이슈 페이퍼 no.15,2018-04-30,02)2100-6105,964,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704776
김수현,법무감사담당관,2017년도 산하기관 감사결과,2018-04-30,02)2100-6096,717,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704775
김수현,법무감사담당관,2018년도 규제개혁 추진계획,2018-04-30,02)2100-6096,710,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704774
김수현,법무감사담당관,여성가족부 감사규정,2018-04-30,02)2100-6096,792,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704772
김수현,법무감사담당관,2018년 감사업무 추진계획,2018-04-30,02)2100-6096,694,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704771
김소옥,혁신행정담당관,산하 공공기관 현황(2018년 3월말 기준),2018-04-24,02)2100-6089,2102,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704770
윤종휴,정보통계담당관,여성가족부 국가승인통계 현황 ('18.4.2일 기준) ,2018-04-24,02-2100-6123,685,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704769
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 3월말 기준),2018-04-06,02)2100-6089,635,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704768
이유진,국제협력담당관,여성·청소년·가족정책 관련 해외동향 (2018년 3월) - 글로벌 이슈 페이퍼 no.14,2018-04-02,02)2100-6105,866,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704767
김소옥,혁신행정담당관,여성가족부 직제관련 정보,2018-03-30,02)2100-6089,718,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704766
김창후,혁신행정담당관,2017년 여성가족부 자체평가 결과 보고서,2018-03-23,02)2100-6086,925,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704765
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 2월말 기준),2018-03-13,02)2100-6089,752,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704764
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2018년 1월말 기준),2018-02-02,02)2100-6089,899,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704763
이유진,국제협력담당관,여성·청소년·가족정책 관련 해외동향 (2018년 1월) - 글로벌 이슈 페이퍼 no.13,2018-01-31,02)2100-6105,1218,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704762
신경식,기획재정담당관,여성가족부 업무 계획,2018-01-12,02-2100-6062,1095,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704758
윤종휴,정보통계담당관,여성가족부 국가승인통계 현황 공표 ('18.1.9일 기준),2018-01-09,02-2100-6123,1866,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=142
은가연,법무감사담당관,2017년도 규제개혁 추진실적,2018-01-05,02)2100-6093,748,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704757
은가연,법무감사담당관,2017 규제정비계획,2018-01-05,02)2100-6093,768,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704756
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2017년 12월말 기준),2018-01-04,02)2100-6089,874,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704755
담당자,법무감사담당관,여성가족부 소관 비영리법인 및 민간단체 현황,2017-12-31,02-2100-6090,5325,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=75
이유진,국제협력담당관,여성·청소년·가족정책 관련 해외동향 (2017년 12월) - 글로벌 이슈 페이퍼 no.12,2017-12-28,02)2100-6105,946,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704754
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2017년 11월말 기준) ,2017-12-06,02)2100-6089,823,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704753
이유진,국제협력담당관,여성·청소년·가족정책 관련 해외동향 (2017년 11월),2017-12-04,02)2100-6105,908,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704752
김소옥,혁신행정담당관,여성가족부 소관 위원회 현황 및 활동내역(2017년 10월말 기준),2017-11-06,02)2100-6089,796,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc505&bbtSn=704751
